"id","DTXSID","CAS","chemName"
10326,"DTXSID401015555","30918-77-5","Propanetriol"
10327,"DTXSID401018654","139637-85-7","Carbomer 980"
10328,"DTXSID401018666","11099-79-9","C.I. Reactive Red 21"
10329,"DTXSID40107724","69072-97-5","Promulgen D"
10330,"DTXSID4029804","68955-55-5","Amines, C12-18-alkyldimethyl, N-oxides"
10331,"DTXSID4041949","68987-81-5","Alcohols, C6-10, ethoxylated propoxylated"
10332,"DTXSID4059708","141-70-8","Heptane, 2,2,6,6-tetramethyl-4-methylene-"
10333,"DTXSID4064347","6417-83-0","C.I. Pigment Red 63, calcium salt (1:1)"
10334,"DTXSID40863959","6920-22-5","1,2-Hexanediol"
10335,"DTXSID40872384","12510-42-8","Erionite"
10336,"DTXSID40890487","9005-08-7","Polyoxyethylene distearate"
10337,"DTXSID40927424","131954-48-8","2-Methyl-N-[3-(trimethylazaniumyl)propyl]prop-2-enimidate--1-ethenylpyrrolidin-2-one--hydrogen chloride (1/1/1)"
10338,"DTXSID501018657","100299-03-4","Paraffin waxes and Hydrocarbon waxes, oxidized, compds. with 1-hexadecanamine"
10339,"DTXSID50108222","133272-42-1","Sulfonic acids, sodium salts"
10340,"DTXSID5027512","3033-62-3","Bis[2-(dimethylamino)ethyl]ether"
10341,"DTXSID5038830","10094-34-5","alpha,alpha-Dimethylphenethyl butyrate"
10342,"DTXSID5041435","85-08-5","2-Methyl-1-naphthaleneacetic acid"
10343,"DTXSID5041936","68951-67-7","Alcohols, C14-15, ethoxylated"
10344,"DTXSID5045964","515-69-5","Bisabolol"
10345,"DTXSID5047114","540-10-3","Palmityl palmitate"
10346,"DTXSID5047451","6359-82-6","C.I. Acid Yellow 11, sodium salt"
10347,"DTXSID5052092","4208-80-4","C.I. Basic Yellow 11"
10348,"DTXSID5052830","867-56-1","Sodium L-lactate"
10349,"DTXSID50891889","13870-28-5","Disodium disilicate"
10350,"DTXSID601018517","12626-43-6","Chromium hydroxide"
10351,"DTXSID601018650","90604-80-1","Zirconium, chloro glycine hydroxy aluminum complexes"
10352,"DTXSID601018662","29092-56-6","2-Naphthoic acid, 3-hydroxy-4-[(2-sulfo-p-tolyl)azo]-, calcium salt"
10353,"DTXSID6029595","157966-96-6","2-Propanamine, (tetrapropenyl)benzenesulfonate"
10354,"DTXSID6044222","15790-07-5","FD&C Yellow No. 6 aluminum lake"
10355,"DTXSID6047496","10024-66-5","Manganese citrate"
10356,"DTXSID6064038","5858-81-1","FD&C Red No. 6"
10357,"DTXSID6064793","7760-50-1","Magnesium carbonate hydroxide (Mg5(CO3)?4(OH)?2)"
10358,"DTXSID701012550","68239-42-9","Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with methyl .beta.-D-glucopyranoside (4:1)"
10359,"DTXSID701018665","12221-64-6","C.I. Basic Red 40"
10360,"DTXSID7024904","596-03-2","4',5'-Dibromo-3',6'-dihydroxyspiro(isobenzofuran-1(3H),9'-(9H)xanthene)-3-one"
10361,"DTXSID7029821","90622-56-3","C7-10-isoalkanes"
10362,"DTXSID7040784","123-02-4","1-Phenyltridecane"
10363,"DTXSID7042011","97-78-9","N-Dodecanoyl-N-methylglycine"
10364,"DTXSID7044180","84696-15-1","Ginger extract"
10365,"DTXSID7044922","3445-11-2","1-(2-Hydroxyethyl)pyrrolidin-2-one"
10366,"DTXSID7052101","4390-04-9","2,2,4,4,6,8,8-Heptamethylnonane"
10367,"DTXSID7063265","4016-24-4","Sodium 1-methoxy-1-oxohexadecane-2-sulphonate"
10368,"DTXSID70865769","35435-21-3","Silane, triethoxy(2,4,4-trimethylpentyl)-"
10369,"DTXSID70890894","57158-29-9","Aluminum zirconium chloride hydroxide"
10370,"DTXSID70894271","125304-04-3","Phenol, 2-(2H-benzotriazol-2-yl)-6-dodecyl-4-methyl-, branched and linear"
10371,"DTXSID801018656","12216-93-2","C.I. Pigment Black 20"
10372,"DTXSID8026721","105-62-4","1-Methyl-1,2-ethanediyl 9-octadecenoate"
10373,"DTXSID8044171","61788-85-0","Ethoxylated hydrogenated castor oil"
10374,"DTXSID8044256","68921-42-6","FD&C Blue No.1 aluminum lake"
10375,"DTXSID8045779","156-57-0","Cysteamine hydrochloride"
10376,"DTXSID8051384","55840-82-9","C.I. Basic Blue 3"
10377,"DTXSID8058619","112-79-8","(E)-9-Octadecenoic acid"
10378,"DTXSID8060169","522-75-8","Benzo[b]thiophen-3(2H)-one, 2-(3-oxobenzo[b]thien-2(3H)-ylidene)-"
10379,"DTXSID80885998","52315-75-0","L-Lysine, N6-(1-oxododecyl)-"
10380,"DTXSID80894585","70084-87-6","Glutens, enzyme-modified"
10381,"DTXSID8094043","24938-04-3","Isophthalic acid terephthalic acid ethylene glycol polymer"
10382,"DTXSID80953525","31548-27-3","Sodium 3,3,5,5-tetramethylhexanoate"
10383,"DTXSID80990652","70445-33-9","3-[(2-Ethylhexyl)oxy]propane-1,2-diol"
10384,"DTXSID901018516","11113-71-6","Manganese fluoride (MnxFx)"
10385,"DTXSID901018659","70210-47-8","C.I. Reactive Green 8"
10386,"DTXSID901018661","165745-27-7","Diazolidinylurea-3-iodo-2-propynyl butylcarbamate mixt."
10387,"DTXSID9027570","4454-05-1","3,4-Dihydro-2-methoxy-2H-pyran"
10388,"DTXSID9027738","12108-13-3","(Methylcyclopentadienyl)tricarbonylmanganese"
10389,"DTXSID9027865","25339-56-4","Heptene"
10390,"DTXSID9029772","65143-89-7","Disodium hexadecyl(sulfophenoxy)benzenesulfonate"
10391,"DTXSID9036646","1117-86-8","1,2-Octanediol"
10392,"DTXSID9058735","2379-74-0","D&C Red No. 30"
10393,"DTXSID90862290","614-33-5","Glycerol tribenzoate"
10394,"DTXSID9099876","68583-95-9","C.I. Food Red 17:1"
10395,"DTXSID6052083","4118-16-5","Pigment Yellow 147"
10396,"DTXSID401009594","25212-19-5","Hexanedioic acid, polymer with N1-(2-aminoethyl)-1,2-ethanediamine and 2-(chloromethyl)oxirane"
10397,"DTXSID70108643","124335-09-7","2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate and N-(1,1-dimethyl-3-oxobutyl)-2-propenamide"
10398,"DTXSID10106284","128192-17-6","Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, 3-hydroxypropyl group-terminated, ethoxylated propoxylated"
10399,"DTXSID501014100","347175-78-4","Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 1,2-ethanediamine, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with N,N-diethylethanamine"
10400,"DTXSID80954219","32472-85-8","1,3-Isobenzofurandione, polymer with 2,2'-oxybis[ethanol]"
10401,"DTXSID601012052","61843-71-8","2-Propenoic acid, 2-methyl-, polymer with ethene and 2-methylpropyl 2-propenoate, zinc salt"
10402,"DTXSID1096890","68131-47-5","Alkenes, ethylene-manuf.-by-product piperylene-cut, polymd."
10403,"DTXSID20155485","12725-34-7","C 15"
10404,"DTXSID4051871","2238-07-5","2,2'-(Oxybis(methylene))bisoxirane"
10405,"DTXSID401009720","25103-74-6","2-Propenoic acid, methyl ester, polymer with ethene"
10406,"DTXSID50103035","69227-09-4","Benzenesulfonic acid, dodecyl-, branched, sodium salt"
10407,"DTXSID70106003","113669-95-7","Fatty acids, castor-oil, caustic-oxidized, distn. residues, esters with 1,3-butanediol"
10408,"DTXSID60987363","67968-63-2","Dipotassium 9-sulfonatooctadecanoate"
10409,"DTXSID3047502","12173-47-6","Hectorite"
10410,"DTXSID6051439","9003-03-6","Ammonium polyacrylate"
10411,"DTXSID6052875","68891-29-2","Poly(oxy-?1,?2-?ethanediyl)?, alpha-?sulfo-?omega-?hydroxy-?, C8-?10-?alkyl ethers, ammonium salts"
10412,"DTXSID60422562","4559-70-0","Diphenylphosphine oxide"
10413,"DTXSID00947840","24969-26-4","1,3,5-Trioxane, polymer with 1,3-dioxolane"
10414,"DTXSID901018211","95370-96-0","Fatty acids, C14-22, 2-ethylhexyl esters, epoxidized"
10415,"DTXSID50894693","27496-82-8","Benzoic acid, methylenebis[2-hydroxy-"
10416,"DTXSID6041260","20749-68-2","C.I. Solvent Red 135"
10417,"DTXSID50872552","13939-25-8","Aluminum triphosphate"
10418,"DTXSID1051640","12737-27-8","Chromium iron oxide"
10419,"DTXSID401010850","61789-98-8","Cork"
10420,"DTXSID3025833","87-83-2","Pentabromotoluene"
10421,"DTXSID1060895","632-51-9","Benzene, 1,1',1'',1'''-(1,2-ethenediylidene)tetrakis-"
10422,"DTXSID2052237","57472-68-1","Dipropylene glycol diacrylate"
10423,"DTXSID501010996","68459-50-7","Fatty acids, lanolin, ethoxylated"
10424,"DTXSID10920503","84989-26-4","EINECS 284-915-2"
10425,"DTXSID5064542","6992-11-6","4-((2,5-Dichlorophenyl)azo)-N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-hydroxynaphthalene-2-carboxamide"
10426,"DTXSID301009684","104376-75-2","Poly(oxy-1,2-ethanediyl), .alpha.-phenyl-.omega.-hydroxy-, styrenated"
10427,"DTXSID10889363","922-80-5","Butanedioic acid, 2-sulfo-, 1,4-dipentyl ester, sodium salt (1:1)"
10428,"DTXSID8041587","68920-66-1","Alcohols, C16-18 and C18-unsatd., ethoxylated"
10429,"DTXSID101011061","25895-47-0","1-Butene, polymer with ethene and 1-propene"
10430,"DTXSID60891911","25722-45-6","2,5-Furandione, polymer with 1-propene"
10431,"DTXSID20101967","68936-82-3","Amylopectin, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride"
10432,"DTXSID9052555","81-33-4","Pigment Violet 29"
10433,"DTXSID9029273","5521-31-3","C.I. Pigment Red 179"
10434,"DTXSID401011789","68411-62-1","Naphthalenesulfonic acids, polymers with formaldehyde and 4,4'-sulfonylbis[phenol]"
10435,"DTXSID2027911","26741-53-7","Bis(2,4-di-tert-butylphenyl) pentaerythritol diphosphite"
10436,"DTXSID9038840","17527-29-6","6:2 Fluorotelomer acrylate"
10437,"DTXSID3047558","2144-53-8","6:2 Fluorotelomer methacrylate"
10438,"DTXSID30886238","57741-47-6","2-Naphthalenesulfonic acid, 6-amino-5-[2-[4-chloro-2-(trifluoromethyl)phenyl]diazenyl]-4-hydroxy-, sodium salt (1:1)"
10439,"DTXSID2044713","67786-14-5","Acid Red 337"
10440,"DTXSID6044729","7576-65-0","C.I. Solvent Yellow 114"
10441,"DTXSID80887750","70865-20-2","Benzenesulfonic acid, 4-[[4-[2-(4-hydroxy-2-methylphenyl)diazenyl]phenyl]amino]-3-nitro-, sodium salt (1:1)"
10442,"DTXSID2044503","10319-14-9","C.I. Disperse Yellow 64"
10443,"DTXSID1066578","20241-76-3","Disperse Blue 77"
10444,"DTXSID0065270","12217-79-7","9,10-Anthracenedione, 1,5-diaminochloro-4,8-dihydroxy-"
10445,"DTXSID5044819","46728-75-0","Lithium 3-carboxy-5-sulfobenzoate"
10446,"DTXSID6047521","10043-84-2","Manganese hypophosphite"
10447,"DTXSID20108436","110531-96-9","Castor oil, ethoxylated, dioleate"
10448,"DTXSID80889779","58641-28-4","Butanedioic acid, 2-(octen-1-yl)-, potassium salt (1:2)"
10449,"DTXSID6095908","67784-86-5","Fatty acids, tall-oil, ethoxylated propoxylated"
10450,"DTXSID0027436","1779-48-2","Phenylphosphinic acid"
10451,"DTXSID601011628","24993-04-2","Hexanedioic acid, polymer with hexahydro-2H-azepin-2-one and 1,6-hexanediamine"
10452,"DTXSID20105546","96349-73-4","Fatty acids, C16-18 and C18-unsatd., branched and linear, ethoxylated"
10453,"DTXSID90949732","26949-30-4","Sodium prop-2-enoate--ethyl prop-2-enoate (1/1/1)"
10454,"DTXSID9027285","646-13-9","Isobutyl stearate"
10455,"DTXSID8027953","29329-71-3","Phosphonic acid, P,P'-(1-hydroxyethylidene)bis-, sodium salt (1:?)"
10456,"DTXSID20889617","13708-85-5","Disodium phosphite"
10457,"DTXSID6028105","61790-69-0","Fatty acids, tall-oil, reaction products with diethylenetriamine"
10458,"DTXSID3068043","37640-57-6","1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, compd. with 1,3,5-triazine-2,4,6-triamine (1:1)"
10459,"DTXSID501011194","26713-18-8","2-Propenoic acid, polymer with ethene and ethenyl acetate"
10460,"DTXSID0097374","68186-88-9","C.I. Pigment Brown 33"
10461,"DTXSID301009496","75701-44-9","1,3-Benzenedicarboxylic acid, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol and nonanedioic acid"
10462,"DTXSID901013073","9018-04-6","1,4-Butanediol, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl) and 1,1'-methylenebis[4-isocyanatobenzene]"
10463,"DTXSID801013187","261716-94-3","1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with 1,4-cyclohexanedimethanol and 2,2,4,4-tetramethyl-1,3-cyclobutanediol"
10464,"DTXSID3027871","25377-83-7","Octene"
10465,"DTXSID5044233","23128-74-7","Antioxidant 1098"
10466,"DTXSID2027969","31570-04-4","Tris(2,4-di-tert-butylphenyl) phosphite"
10467,"DTXSID8044672","4321-69-1","C.I. Food Red 11"
10468,"DTXSID6071162","68134-28-1","Phosphonic acid, octyl-, monoethyl ester, potassium salt"
10469,"DTXSID501014817","19372-44-2","2,4-Pentanedione, ion(1-), calcium salt (2:1)"
10470,"DTXSID001010189","68132-00-3","Naphtha (petroleum), light steam-cracked debenzenized polymers hydrogenated"
10471,"DTXSID6027719","9046-01-9","Tridecyl alcohol, ethoxylated, phosphated"
10472,"DTXSID001009647","68037-42-3","Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol, magnesium oxide complex"
10473,"DTXSID6063359","4216-01-7","7H-Benzo[e]perimidine-4-carboxamide, N-(9,10-dihydro-9,10-dioxo-1-anthracenyl)-7-oxo-"
10474,"DTXSID40107901","116048-67-0","2-Butenedioic acid (2E)-, polymer with ethenylbenzene and ethyl 2-propenoate"
10475,"DTXSID901011089","40798-65-0","Phenol, polymer with formaldehyde, sodium salt"
10476,"DTXSID601012440","109909-39-9","Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[2,4,6-tris(1-methylpropyl)phenoxy]-, sodium salt (1:1)"
10477,"DTXSID5094737","35209-54-2","2-Propenoic acid, polymer with ethenylbenzene, ammonium salt"
10478,"DTXSID3029283","6923-52-0","Antimony triacetate"
10479,"DTXSID0093970","12218-96-1","C.I. Acid Black 107"
10480,"DTXSID9065289","12239-15-5","C.I. Acid Yellow 49"
10481,"DTXSID90893201","12715-61-6","C.I. Acid Yellow 151"
10482,"DTXSID20893532","32846-21-2","Sodium 6-amino-5-({2-[cyclohexyl(methyl)sulfamoyl]phenyl}diazenyl)-4-hydroxy-2-naphthalenesulfonate"
10483,"DTXSID9028045","57693-14-8","Chromate(3-), bis[3-(hydroxy-.kappa.O)-4-[[2-(hydroxy-.kappa.O)-1-naphthalenyl]azo-.kappa.N1]-7-nitro-1-naphthalenesulfonato(3-)]-, trisodium"
10484,"DTXSID9037030","6424-85-7","C.I. Acid Blue 40"
10485,"DTXSID0029420","68187-51-9","C.I. Pigment Yellow 119"
10486,"DTXSID5097531","68201-65-0","C.I. Pigment Red 235"
10487,"DTXSID7044718","68555-86-2","Acid Orange 156"
10488,"DTXSID90894213","70236-55-4","2-Naphthalenol, 1-[(2-hydroxy-3,5-dinitrophenyl)azo]-, chromium complex"
10489,"DTXSID40905065","70236-62-3","Chromate(2-), [3-[4,5-dihydro-4-[[2-(hydroxy-.kappa.O)-5-nitrophenyl]azo-.kappa.N1]-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-1-yl]benzenesulfonato(3-)][1-[[2-(hydroxy-.kappa.O)-5-(phenylazo)phenyl]azo-.kappa.N1]-2-naphthalenolato(2-)-.kappa.O]-, disodium"
10490,"DTXSID9096026","67891-77-4","Naphtha (petroleum), light steam-cracked, piperylene conc., polymer"
10491,"DTXSID7095078","61467-52-5","2-Propenoic acid, butyl ester, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide, 2-propenamide and 2-propenenitrile"
10492,"DTXSID00912316","490-83-5","Dehydroascorbic acid"
10493,"DTXSID501009559","78330-24-2","Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C11-14-isoalkyl ethers, C13-rich, phosphates"
10494,"DTXSID80988256","68585-32-0","Platinum(4+) chloride--2,4,6,8-tetraethenyl-2,4,6,8-tetramethyl-1,3,5,7,2,4,6,8-tetroxatetrasilocane--hydrogen chloride (1/4/1/2)"
10495,"DTXSID7029249","3030-47-5","1,1,4,7,7-Pentamethyldiethylenetriamine"
10496,"DTXSID00106415","134737-27-2","1,2-Propanediol, polymer with 2-ethyloxirane and oxirane, potassium salt"
10497,"DTXSID60872806","93058-67-4","Poly[[6-?(4-?morpholinyl)?-?1,?3,?5-?triazine-?2,?4-?diyl]?-?1,?4-?piperazinediyl]"
10498,"DTXSID80108497","1078142-02-5","1,3,5-Triazine, 2,4,6-trichloro-, polymer with piperazine, reaction products with morpholine"
10499,"DTXSID8044258","71878-19-8","Chimassorb 944"
10500,"DTXSID6043969","16887-00-6","Chloride"
10501,"DTXSID30100941","68784-12-3","2,5-Furandione, dihydro-, mono-C15-20-alkenyl derivs."
10502,"DTXSID0049739","68187-85-9","Polyethylene glycol ester with tall oil fatty acid"
10503,"DTXSID60948111","25266-02-8","Furan-2,5-dione--octadec-1-ene (1/1)"
10504,"DTXSID00885314","25797-81-3","2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-4-[[3-[[(2-hydroxyethyl)amino]sulfonyl]-4,5-dimethylphenyl]amino]-9,10-dioxo-, sodium salt (1:1)"
10505,"DTXSID50107715","61931-22-4","C.I. Acid Red 361"
10506,"DTXSID60105388","92230-55-2","1,3-Benzenedicarboxylic acid, polymer with 1,4-cyclohexanedimethanol, 2,2-dimethyl-1,3-propanediol and 2,5-furandione"
10507,"DTXSID8065907","15520-11-3","Peroxydicarbonic acid, C,C'-bis[4-(1,1-dimethylethyl)cyclohexyl] ester"
10508,"DTXSID001012830","28377-44-8","2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate"
10509,"DTXSID40210787","61789-63-7","Biomer"
10510,"DTXSID801013149","32238-28-1","Hexanedioic acid, polymer with 1,4-butanediol, 1,1'-methylenebis[4-isocyanatobenzene] and 2,2'-[1,4-phenylenebis(oxy)]bis[ethanol]"
10511,"DTXSID70948066","25214-24-8","Prop-2-enoic acid--prop-1-ene (1/1)"
10512,"DTXSID30892374","53637-25-5","Oxirane, 2-methyl-, polymer with oxirane, ether with 1,2-propanediol (2:1)"
10513,"DTXSID901011572","64365-23-7","Siloxanes and Silicones, di-Me, hydroxy-terminated, ethoxylated propoxylated"
10514,"DTXSID001010953","9019-29-8","Butene, polymer with ethene"
10515,"DTXSID4027652","7446-81-3","Sodium 2-propenoate"
10516,"DTXSID401011703","25929-04-8","Carbonic acid, diphenyl ester, polymer with 4,4'-(1-methylethylidene)bis[phenol]"
10517,"DTXSID00872789","225789-38-8","Aluminum diethylphosphinate"
10518,"DTXSID10107312","191680-81-6","1,3-Propanediamine, N1,N1'-1,2-ethanediylbis-, reaction products with cyclohexane and peroxidized N-butyl-2,2,6,6-tetramethyl-4-piperidinamine-2,4,6-trichloro-1,3,5-triazine reaction products"
10519,"DTXSID30100042","68604-06-8","Castor oil, hydrogenated, polymer with ethylenediamine, 12-hydroxyoctadecanoic acid and sebacic acid"
10520,"DTXSID4098192","68413-28-5","Cashew, nutshell liq., polymer with ethylenediamine and formaldehyde"
10521,"DTXSID101011530","63330-34-7","tert-Decanoic acid, ethenyl ester, polymer with ethene and ethenyl acetate"
10522,"DTXSID2093879","9035-99-8","Sulfur, homopolymer"
10523,"DTXSID80385105","17655-31-1","azanide"
10524,"DTXSID3029362","40372-72-3","4,4,15,15-Tetraethoxy-3,16-dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane"
10525,"DTXSID7028776","68610-51-5","Poly(dicyclopentadiene-co-p-cresol)"
10526,"DTXSID401017113","19569-21-2","Huntite"
10527,"DTXSID1051983","3049-71-6","C.I. Pigment Red 178"
10528,"DTXSID1029253","3089-17-6","2,9-Dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione"
10529,"DTXSID8052801","28205-96-1","2-Methyl-2-propenoic acid, polymer with 2-propenoic acid, sodium salt"
10530,"DTXSID50881841","357624-15-8","Hexane, 1,6-diisocyanato-, homopolymer, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol-blocked"
10531,"DTXSID50104724","73138-44-0","Fatty acids, montan-wax, 1-methyl-1,3-propanediyl esters"
10532,"DTXSID80892203","73138-45-1","Ethylene glycol monomontanate"
10533,"DTXSID80101781","68918-91-2","Fats and Glyceridic oils, vegetable, polymd., oxidized"
10534,"DTXSID601009714","9003-08-1","1,3,5-Triazine-2,4,6-triamine, polymer with formaldehyde"
10535,"DTXSID401012844","68954-74-5","Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane, 2-(1-methylethyl)-1H-imidazole-modified"
10536,"DTXSID201012898","25135-73-3","1,3-Benzenedicarboxylic acid, 1,3-dimethyl ester, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate and 1,2-ethanediol"
10537,"DTXSID4094164","25640-14-6","1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with 1,4-cyclohexanedimethanol and 1,2-ethanediol"
10538,"DTXSID40862765","1860-26-0","1-Hexanamine, 2-ethyl-N,N-bis(2-ethylhexyl)-"
10539,"DTXSID3068964","54553-91-2","Pyromellitic acid 2-phenyl-2-imidazoline salt (1:2)"
10540,"DTXSID50888810","103241-64-1","2-Naphthalenesulfonic acid, 6-amino-5-[2-[5-chloro-2-(2-chlorophenoxy)phenyl]diazenyl]-4-hydroxy-, sodium salt (1:1)"
10541,"DTXSID2097271","68154-29-0","Fatty acids, C12-18, ethoxylated"
10542,"DTXSID20888625","95154-01-1","Butanedioic acid, 2-(2-benzothiazolylthio)-"
10543,"DTXSID101015049","14216-75-2","Nickel salt of nitric acid"
10544,"DTXSID3095066","60323-79-7","Starch, polymer with 2-propenoic acid, graft, sodium salt"
10545,"DTXSID70892176","68603-87-2","Carboxylic acids, di-, C4-6"
10546,"DTXSID80905064","70236-60-1","Chromate(2-), [2,4-dihydro-4-[[2-(hydroxy-.kappa.O)-5-nitrophenyl]azo-.kappa.N1]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3][3-(hydroxy-.kappa.O)-4-[[2-(hydroxy-.kappa.O)-1-naphthalenyl]azo-.kappa.N1]-7-nitro-1-naphthalenesulfonato(3-)]-, disodium"
10547,"DTXSID7066148","17026-47-0","1-Hexadecanol, hydrogen phosphate, potassium salt"
10548,"DTXSID20894408","39464-66-9","Poly(oxy-1,2-ethanediyl), .alpha.-dodecyl-.omega.-hydroxy-, phosphate"
10549,"DTXSID90894379","211519-85-6","Polysulfides, bis[3-(triethoxysilyl)propyl]"
10550,"DTXSID0028325","67762-34-9","Fatty acids, C8-18 and C18-unsatd., zinc salts"
10551,"DTXSID00893974","18820-29-6","Manganese(2+) sulfide"
10552,"DTXSID30726281","12232-11-0","Beryllium--copper (1/1)"
10553,"DTXSID4052502","75980-60-8","Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide"
10554,"DTXSID101009533","84170-74-1","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.'-(2,2-dimethyl-1,3-propanediyl)bis[.omega.-[(1-oxo-2-propen-1-yl)oxy]-"
10555,"DTXSID801012058","68585-40-0","Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-hydroxy-, C16-18-alkyl ethers, sodium salts"
10556,"DTXSID3068417","42774-15-2","N,N'-Bis(2,2,6,6-tetramethyl-4-piperidyl)isophthalamide"
10557,"DTXSID20884445","10094-45-8","13-Docosenamide, N-octadecyl-, (13Z)-"
10558,"DTXSID1044279","10041-19-7","Docusate hydrogen"
10559,"DTXSID0044236","36443-68-2","Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate"
10560,"DTXSID70883281","93-81-2","9-Octadecenamide, N-(2-aminoethyl)-N-(2-hydroxyethyl)-, (9Z)-"
10561,"DTXSID3052802","28208-80-2","2-Propenoic acid, polymer with ethene, zinc salt"
10562,"DTXSID801011193","25035-98-7","2-Propenoic acid, methyl ester, polymer with chloroethene"
10563,"DTXSID7094131","25232-40-0","2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,3-butadiene"
10564,"DTXSID6094142","25322-99-0","2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate"
10565,"DTXSID8029361","39322-78-6","Potassium lauryl phosphate"
10566,"DTXSID20891977","71832-81-0","Benzenesulfonic acid, hydroxy-, monosodium salt, polymer with formaldehyde and 4,4'-sulfonylbis(phenol)"
10567,"DTXSID901009670","41487-53-0","2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, sodium salt"
10568,"DTXSID901009725","31069-12-2","2,5-Furandione, polymer with ethene and 1-propene"
10569,"DTXSID80107829","130498-22-5","Wheat flour"
10570,"DTXSID1068277","41062-73-1","3H-Indolium, 2-[2-[(4-methoxyphenyl)amino]ethenyl]-1,3,3-trimethyl-, sulfate (2:1)"
10571,"DTXSID7039672","14265-44-2","Phosphate"
10572,"DTXSID6097653","68308-36-1","Soybean meal"
10573,"DTXSID90872516","11092-32-3","Aluminum oxide (AlO2)"
10574,"DTXSID30461246","14657-64-8","3-[Hydroxy(phenyl)phosphoryl]propanoic acid"
10575,"DTXSID60865612","31837-42-0","2-?[2-?[1-?[[(2,?3-?Dihydro-?2-?oxo-?1H-?benzimidazol-?5-?yl)?amino]?carbonyl]?-?2-?oxopropyl]?diazenyl]?-benzoic acid"
10576,"DTXSID80868004","71216-01-8","Urea, N,N''-1,5-naphthalenediylbis[N'-[3-[(2-ethylhexyl)oxy]propyl]-"
10577,"DTXSID20889394","22673-19-4","Tin, dibutylbis(2,4-pentanedionato-.kappa.O2,.kappa.O4)-, (OC-6-11)-"
10578,"DTXSID2044977","68845-16-9","N,N'-Bis[3-(trimethoxysilyl)propyl]ethane-1,2-diamine"
10579,"DTXSID80979700","63468-13-3","2-Ethylhexyl methyl benzene-1,4-dicarboxylate"
10580,"DTXSID6041711","5858-33-3","C.I. Acid Red 17, disodium salt"
10581,"DTXSID4026929","112-84-5","Erucamide"
10582,"DTXSID0029395","67701-33-1","Glycerides, C14-18 mono- and di-"
10583,"DTXSID5099028","68511-77-3","Hectorite, 2-amino-2-(hydroxymethyl)-1,3-propanediol-modified"
10584,"DTXSID601012814","37282-12-5","1,4-Benzenedicarboxylic acid, polymer with 1,4-butanediol and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl)"
10585,"DTXSID601011004","30846-29-8","Ethane, 1,1-diethoxy-, homopolymer"
10586,"DTXSID70102101","68951-99-5","Siloxanes and Silicones, di-Me, Me vinyl, mono(vinyl group)-terminated"
10587,"DTXSID70892257","39318-18-8","Tungsten oxide"
10588,"DTXSID90976644","61128-46-9","1,3-Isobenzofurandione, 5,5'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis-, polymer with 1,3-benzenediamine"
10589,"DTXSID6037647","82115-62-6","Interferon-gamma"
10590,"DTXSID70232250","83296-42-8","Pro-opiomelanocortin joining peptide(79-108)"
